"","date","PM2.5"
"1",2022-12-31 08:00:00,48.3333333333333
"2",2022-12-31 09:00:00,21.1333333333333
"3",2022-12-31 10:00:00,13.9
"4",2022-12-31 11:00:00,7.76666666666667
"5",2022-12-31 12:00:00,6.24137931034483
"6",2022-12-31 13:00:00,6.38095238095238
"7",2022-12-31 14:00:00,6.52380952380952
"8",2022-12-31 15:00:00,6
"9",2022-12-31 16:00:00,7.17241379310345
"10",2022-12-31 17:00:00,9.26666666666667
"11",2022-12-31 18:00:00,14.9666666666667
"12",2022-12-31 19:00:00,11.3333333333333
"13",2022-12-31 20:00:00,13.6
"14",2022-12-31 21:00:00,16.7666666666667
"15",2022-12-31 22:00:00,37.2666666666667
"16",2022-12-31 23:00:00,33.4333333333333
"17",2023-01-01 00:00:00,52.7666666666667
"18",2023-01-01 01:00:00,116.166666666667
"19",2023-01-01 02:00:00,102.966666666667
"20",2023-01-01 03:00:00,82.2666666666667
"21",2023-01-01 04:00:00,88.1
"22",2023-01-01 05:00:00,92.9333333333333
"23",2023-01-01 06:00:00,72.0333333333333
"24",2023-01-01 07:00:00,82.1333333333333
"25",2023-01-01 08:00:00,193.285714285714
